For the Love of Benji,1977,5.9,"['Adventure', 'Comedy', 'Drama', 'Family']","English, Greek","Patsy Garrett, Benjean, Art Vasil",Joe Camp
"Ilsa, the Wicked Warden",1977,4.5,"['Drama', 'Horror']",English,"Dyanne Thorne, Lina Romay, Angela Ritschard",Jess Franco
Candleshoe,1977,6.7,"['Slapstick', 'Adventure', 'Comedy', 'Drama', 'Family']",English,"Jodie Foster, David Niven, Helen Hayes",Norman Tokar
Kingdom of the Spiders,1977,5.7,"['Horror', 'SciFi']",English,"William Shatner, Tiffany Bolling, Woody Strode",John Bud Cardos
Telefon,1977,6.5,"['Dark Comedy', 'Political Thriller', 'Action', 'Crime', 'Drama', 'Thriller']",English,"Charles Bronson, Lee Remick, Donald Pleasence",Don Siegel
Breaker! Breaker!,1977,4.3,"['Action', 'Adventure', 'Crime']",English,"Chuck Norris, George Murdock, Terry OConnor",Don Hulette
The Cat,1977,6.8,"['Dark Comedy', 'Comedy']","Italian, German","Ugo Tognazzi, Mariangela Melato, Michel Galabru",Luigi Comencini
La guerra de papá,1977,5.9,['Comedy'],Spanish,"Lolo Garca, Teresa Gimpera, Hctor Alterio",Antonio Mercero
L'ange et la femme,1977,5.9,"['Drama', 'Fantasy', 'Romance']","French, English","Carole Laure, Lewis Furey, Jean Comptois",Gilles Carle
Black Journal,1977,6.3,"['Dark Comedy', 'Serial Killer', 'True Crime', 'Crime', 'Drama', 'Horror', 'Thriller']",Italian,"Shelley Winters, Max von Sydow, Renato Pozzetto",Mauro Bolognini
The Sword of Doom,1966,7.9,"['Samurai', 'Action', 'Drama']",Japanese,"Tatsuya Nakadai, Michiyo Aratama, Yz Kayama",Kihachi Okamoto
Assault on a Queen,1966,5.6,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",English,"Frank Sinatra, Virna Lisi, Anthony Franciosa",Jack Donohue
Blindfold,1966,6.2,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']","English, Italian","Rock Hudson, Claudia Cardinale, Jack Warden",Philip Dunne
The Hero,1966,8.2,['Drama'],Bengali,"Uttam Kumar, Sharmila Tagore, Bireswar Sen",Satyajit Ray
By a Man's Face Shall You Know Him,1966,6.9,"['Action', 'Crime']",Japanese,"Noboru And, Ichir Nakatani, Sanae Nakahara",Tai Kat
Mondo Keyhole,1966,5.9,"['Drama', 'Horror']",English,"Nick Moriarty, Adele Rein, Carol Baughman","Jack Hill, John Lamb"
Galpa Holeo Satyi,1966,8.7,"['Comedy', 'Drama']",Bengali,"Mumtaz Ahmed, Bhanu Bannerjee, Tapan Bhattacharya",Tapan Sinha
Bad Girls for the Boys,1966,3.2,['Comedy'],English,"William F McGaha, Bob Johnson, Dianne Stanley",William F McGaha
Countdown to Doomsday,1966,6.1,"['Action', 'Crime', 'Romance', 'Thriller']",Italian,"George Ardisson, Pascale Audret, Christa Linder",Marcello Baldi
The Three Sisters,1966,6.8,['Drama'],English,"Luther Adler, William Paul Burns, Tamara Daykarhanova",Paul Bogart
Still of the Night,1982,6.0,"['Crime', 'Drama', 'Mystery']",English,"Roy Scheider, Meryl Streep, Jessica Tandy",Robert Benton
Xtro,1982,5.6,"['Body Horror', 'Horror', 'SciFi']",English,"Philip Sayer, Bernice Stegers, Danny Brainin",Harry Bromley Davenport
The Beach Girls,1982,4.9,['Comedy'],English,"Debra Blee, Val Kline, Jeana Keough",Bud Townsend
Unhinged,1982,4.9,"['Slasher Horror', 'Horror']",English,"Laurel Munson, Janet Penner, Sara Ansley",Don Gronquist
Octavia,1982,5.0,['Drama'],English,"Susan Curtis, Neil Kinsella, Jake Foley",David Beaird
Oasis of the Zombies,1982,2.7,"['BHorror', 'Zombie Horror', 'Horror']","French, Spanish","Manuel Glin, Eduardo Fajardo, France Lomay",Jess Franco
Ninja in the Dragon's Den,1982,7.2,"['Action', 'Comedy']","Cantonese, Japanese, Mandarin","Hiroyuki Sanada, Conan Lee, Jeonglee Hwang",Corey Yuen
"Karina, Objeto do Prazer",1982,5.5,['Drama'],Portuguese,"Angelina Muniz, Rosina Malbouisson, Luigi Picchi",Jean Garret
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,8.2,"['Adult Animation', 'Anime', 'Dark Fantasy', 'Shnen', 'Superhero', 'Supernatural Fantasy', 'Sword  Sorcery', 'Action', 'Adventure', 'Animation']",Japanese,"Natsuki Hanae, Akari Kit, Yoshitsugu Matsuoka",Haruo Sotozaki
The Rental,2020,5.7,"['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Thriller']",English,"Dan Stevens, Alison Brie, Sheila Vand",Dave Franco
Supernova,2020,6.9,"['FeelGood Romance', 'Road Trip', 'Drama', 'Romance']",English,"Colin Firth, Stanley Tucci, Pippa Haywood",Harry Macqueen
Mama Weed,2020,6.3,"['Comedy', 'Crime', 'Drama']","French, Arabic, Yiddish, Chinese","Isabelle Huppert, Yann Sundberg, Michal Louchart",JeanPaul Salom
No Ordinary Man,2020,6.9,"['Biography', 'Documentary', 'Music']",English,"Billy Tipton Jr, Holden Bernstein, Kate Bornstein","Aisling ChinYee, Chase Joynt"
It's for Your Own Good,2020,5.4,"['Comedy', 'Romance']",German,"Heiner Lauterbach, Jrgen Vogel, Hilmi Szer",Marc Rothemund
We Can Be Heroes,2020,4.7,"['Alien Invasion', 'Space SciFi', 'Superhero', 'Action', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'SciFi']",English,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas",Robert Rodriguez
The Craft: Legacy,2020,4.6,"['Supernatural Fantasy', 'Teen Drama', 'Teen Fantasy', 'Witch Horror', 'Drama', 'Fantasy', 'Horror']",English,"Cailee Spaeny, Zoey Luna, Gideon Adlon",Zoe ListerJones
Occupation: Rainfall,2020,4.7,"['Action', 'SciFi']",English,"Dan Ewing, Temuera Morrison, Daniel Gillies",Luke Sparke
Kalashnikov,2020,6.6,"['Period Drama', 'Biography', 'Drama', 'History', 'War']",Russian,"Yura Borisov, Olga Lerman, Artur Smolyaninov",Konstantin Buslov
Finding Jesus,2020,1.2,"['Sea Adventure', 'Animation', 'Family', 'Fantasy']",English,"Angie Mcpherson, Kj Schrock, Victor Merchan",Jason Wright
2016: Obama's America,2012,4.8,['Documentary'],English,"Jay Bastian, Joe Biden, Cait Brasel","Dinesh DSouza, John Sullivan"
The Sessions,2012,7.2,"['Biography', 'Comedy', 'Drama', 'Romance']",English,"John Hawkes, Helen Hunt, William H Macy",Ben Lewin
Chakravyuh,2012,6.8,"['Action', 'Drama', 'Thriller']",Hindi,"Om Puri, Esha Gupta, Kabir Bedi",Prakash Jha
The Comedy,2012,6.3,"['Comedy', 'Drama']",English,"Tim Heidecker, Eric Wareheim, James Murphy",Rick Alverson
Rising from Ashes,2012,7.5,"['Documentary', 'Sport']","English, Kinyarwanda","Jonathan Jock Boyer, Adrien Niyonshuti, Tom Ritchey",TC Johnstone
The House,2017,5.6,"['Farce', 'Comedy', 'Crime']",English,"Will Ferrell, Amy Poehler, Ryan Simpkins",Andrew Jay Cohen
The Death of Stalin,2017,7.3,"['Dark Comedy', 'Satire', 'Comedy', 'Drama', 'History']",English,"Steve Buscemi, Simon Russell Beale, Jeffrey Tambor",Armando Iannucci
Menashe,2017,6.6,['Drama'],"Yiddish, English, Spanish","Menashe Lustig, Anna Gansburg Nahmani, Ariel Vaysman",Joshua Z Weinstein
A Taxi Driver,2017,7.9,"['Car Action', 'Action', 'Drama', 'History']","Korean, English, Japanese, German","Song Kangho, Thomas Kretschmann, Yoo Haejin",Hun Jang
Bodied,2017,7.1,"['Comedy', 'Drama', 'Music']",English,"Calum Worthy, Jackie Long, Rory Uphold",Joseph Kahn
Munna Michael,2017,3.4,"['Action', 'Drama', 'Music', 'Romance']",Hindi,"Tiger Shroff, Nidhhi Agerwal, Nawazuddin Siddiqui",Sabbir Khan
Tragedy Girls,2017,6.0,"['Dark Comedy', 'Serial Killer', 'Slasher Horror', 'Comedy', 'Crime', 'Horror']",English,"Brianna Hildebrand, Alexandra Shipp, Jack Quaid",Tyler MacIntyre
Women Like Us,2017,8.7,['Documentary'],English,"Sally ColonPetree, Sherri Shepherd, Moby",Sally ColonPetree
An Elephant's Journey,2017,5.1,['Adventure'],English,"Elizabeth Hurley, Sam Ashe Arnold, Tertius Meintjes",Richard Boddington
Young Adult,2011,6.3,"['Comedy', 'Drama']",English,"Charlize Theron, Patrick Wilson, Patton Oswalt",Jason Reitman
Red State,2011,6.1,"['Conspiracy Thriller', 'Action', 'Horror', 'Thriller']",English,"Michael Parks, Melissa Leo, John Goodman",Kevin Smith
Meerkats 3D,2011,7.1,['Documentary'],English,Emily Watson,Andrew GrahamBrown
The Flat,2011,7.0,['Documentary'],"Hebrew, German, English","Michael Adler, Yaron Amit, Avrham Barkai",Arnon Goldfinger
Puncture,2011,6.8,"['Biography', 'Drama', 'Mystery', 'Thriller']","English, French","Chris Evans, Mark Kassen, Vinessa Shaw","Adam Kassen, Mark Kassen"
The Fairy,2011,6.2,"['Comedy', 'Drama']",French,"Dominique Abel, Fiona Gordon, Bruno Romy","Dominique Abel, Fiona Gordon, Bruno Romy"
Love in Space,2011,5.6,"['Comedy', 'Romance']","Mandarin, Cantonese, English","Aaron Kwok, Eason Chan, Rene Liu","Tony Chan, Wing Shya"
American Teacher,2011,6.8,"['News', 'Biography', 'Documentary', 'History']",English,"Erik Benner, Neil Cavuto, Matt Damon","Vanessa Roth, Brian McGinn"
Life Happens,2011,5.6,['Comedy'],English,"Krysten Ritter, Kate Bosworth, Rachel Bilson",Kat Coiro
Dorfman in Love,2011,6.0,"['Comedy', 'Drama', 'Romance']",English,"Sara Rue, Elliott Gould, Kelen Coleman",Brad Leong
The Computer Wore Tennis Shoes,1969,6.0,"['Artificial Intelligence', 'Comedy', 'Family', 'SciFi']",English,"Kurt Russell, Cesar Romero, Joe Flynn",Robert Butler
Alice's Restaurant,1969,6.3,"['Satire', 'Comedy', 'Drama', 'Music']",English,"Arlo Guthrie, Patricia Quinn, James Broderick",Arthur Penn
Detective Belli,1969,6.0,"['Crime', 'Drama']",Italian,"Franco Nero, Florinda Bolkan, Adolfo Celi",Romolo Guerrieri
The Square Root,1969,5.3,['Drama'],English,"Tina Robertson, Sylvester Stallone",Edmond Chevie
Talash,1969,6.4,"['Romance', 'Thriller']",Hindi,"Rajendra Kumar Tuli, Sharmila Tagore, OP Ralhan",OP Ralhan
Sundance Cassidy and Butch the Kid,1969,5.3,"['Spaghetti Western', 'Action', 'Comedy', 'Western']",Italian,"Giuliano Gemma, Nino Benvenuti, Cris Huerta",Duccio Tessari
Secret World,1969,5.9,['Drama'],English,"Jacqueline Bisset, JeanFranois Vlerick, Pierre Zimmer","Paul Feyder, Robert Freeman"
The Ice House,1969,4.7,"['Horror', 'Thriller']",English,"David Story, Robert Story, Jim Davis",Stuart E McGowan
No Room to Die,1969,5.8,"['Spaghetti Western', 'Drama', 'Western']","Italian, English","Anthony Steffen, William Berger, Nicoletta Machiavelli",Sergio Garrone
Blue Thunder,1983,6.4,"['Action', 'Crime', 'Drama', 'Thriller']",English,"Roy Scheider, Warren Oates, Candy Clark",John Badham
Easy Money,1983,6.2,['Comedy'],English,"Rodney Dangerfield, Joe Pesci, Geraldine Fitzgerald",James Signorelli
The Outsiders,1983,7.0,"['ComingofAge', 'Teen Drama', 'Crime', 'Drama']",English,"C Thomas Howell, Matt Dillon, Ralph Macchio",Francis Ford Coppola
The Right Stuff,1983,7.8,"['Historical Epic', 'Adventure', 'Biography', 'Drama', 'History']","English, Russian, Spanish","Sam Shepard, Scott Glenn, Ed Harris",Philip Kaufman
All in Good Taste,1983,2.8,['Comedy'],English,"Jonathan Welsh, Harvey Atkin, Jack Creley",Anthony Kramreither
Bill Cosby: Himself,1983,8.1,"['StandUp', 'Comedy', 'Documentary']",English,Bill Cosby,Bill Cosby
Snezenky a machri,1983,7.2,"['Teen Comedy', 'Comedy']",Czech,"Vclav Kopta, Michal Suchnek, Jan Antonn Duchoslav",Karel Smyczek
Bachelor Party,1984,6.3,"['Farce', 'Slapstick', 'Teen Comedy', 'Comedy']","English, Japanese","Tom Hanks, Tawny Kitaen, Adrian Zmed",Neal Israel
Dreamscape,1984,6.3,"['BAction', 'BHorror', 'Political Thriller', 'Psychological Thriller', 'Action', 'Adventure', 'Horror', 'SciFi', 'Thriller']",English,"Dennis Quaid, Max von Sydow, Christopher Plummer",Joseph Ruben
Flashpoint,1984,6.4,"['Conspiracy Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,"Kris Kristofferson, Treat Williams, Rip Torn",William Tannen
The Perils of Gwendoline in the Land of the Yik Yak,1984,5.2,"['Sword  Sorcery', 'Action', 'Adventure', 'Comedy', 'Fantasy']","English, French","Tawny Kitaen, Brent Huff, Zabou Breitman",Just Jaeckin
Songwriter,1984,6.2,"['Drama', 'Music']",English,"Willie Nelson, Kris Kristofferson, Melinda Dillon",Alan Rudolph
Razorback,1984,6.0,"['Monster Horror', 'Horror', 'Thriller']",English,"Gregory Harrison, Arkie Whiteley, Bill Kerr",Russell Mulcahy
Jays in the Head,1984,6.8,['Family'],Slovak,"Branislav Misk, Jaroslav Zilinec, Elena Podzmska",Juraj Lihosit
Scream for Help,1984,5.8,"['Horror', 'Mystery', 'Thriller']",English,"Rachael Kelly, David Allen Brooks, Marie Masters",Michael Winner
Splatter University,1984,4.0,"['Slasher Horror', 'Horror', 'Mystery', 'Thriller']",English,"Forbes Riley, Ric Randig, Dick Biel",Richard W Haines
Shadows Run Black,1984,3.1,"['Slasher Horror', 'Crime', 'Horror']",English,"Elizabeth Trosper, William J Kulzer, Shea Porter",Howard Heard
Golok Setan,1984,5.6,"['Action', 'Adventure', 'Fantasy', 'Horror']",Indonesian,"Barry Prima, Gudi Sintara, Advent Bangun",Ratno Timoer
Utsav,1984,6.9,"['Drama', 'Music', 'Romance']",Hindi,"Rekha, Amjad Khan, Kulbhushan Kharbanda",Girish Karnad
Ford v Ferrari,2019,8.1,"['Docudrama', 'Motorsport', 'Period Drama', 'Action', 'Biography', 'Drama', 'Sport']","English, Italian, French, Japanese","Matt Damon, Christian Bale, Jon Bernthal",James Mangold
Chhichhore,2019,8.3,"['Comedy', 'Drama', 'Romance']",Hindi,"Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma",Nitesh Tiwari
Official Secrets,2019,7.3,"['Political Thriller', 'True Crime', 'Biography', 'Crime', 'Drama', 'Thriller', 'War']","English, Mandarin","Keira Knightley, Matt Smith, Matthew Goode",Gavin Hood
The Souvenir,2019,6.4,"['Drama', 'Romance']",English,"Neil Young, Tosin Cole, Jack McMullen",Joanna Hogg
K-12,2019,6.5,"['Body Horror', 'Dark Fantasy', 'Pop Musical', 'Supernatural Fantasy', 'Supernatural Horror', 'Teen Fantasy', 'Teen Horror', 'Witch Horror', 'Fantasy', 'Horror']",English,"Melanie Martinez, Emma Harvey, Megan Gage","Melanie Martinez, Alissa Torvinen"
Shooting the Mafia,2019,6.8,['Documentary'],Italian,"Letizia Battaglia, Mariachiara di Trapani, Eduardo Rebulla",Kim Longinotto
The Plagiarists,2019,5.8,['Drama'],English,"William Michael Payne, Emily Davis, Lucy Kaminsky",Peter Parlow
Anchorman: The Legend of Ron Burgundy,2004,7.1,"['Farce', 'Satire', 'Comedy']","English, French, Spanish","Will Ferrell, Christina Applegate, Steve Carell",Adam McKay
Home on the Range,2004,5.4,"['Animal Adventure', 'HandDrawn Animation', 'Quest', 'Adventure', 'Animation', 'Comedy', 'Family', 'Musical', 'Western']","English, Mandarin","Judi Dench, Cuba Gooding Jr, Jennifer Tilly","Will Finn, John Sanford"
Look at Me,2004,6.8,"['Comedy', 'Drama', 'Music', 'Romance']","French, Italian","Marilou Berry, JeanPierre Bacri, Agns Jaoui",Agns Jaoui
Le dernier tunnel,2004,6.4,"['Caper', 'Crime', 'Drama']",French,"Michel Ct, Jean Lapointe, Christopher Heyerdahl",Erik Canuel
Yes,2004,6.4,"['Drama', 'Romance']",English,"Joan Allen, Simon Abkarian, Sam Neill",Sally Potter
Asa Nu Maan Watna Da: In Search of Our Roots,2004,6.6,"['Drama', 'Romance']",Punjabi,"Harbhajan Mann, Kimi Verma, Neeru Bajwa",Manmohan Singh
Dig!,2004,7.7,"['Documentary', 'Music']",English,"Anton Newcombe, Courtney TaylorTaylor, Joel Gion",Ondi Timoner
Brother to Brother,2004,7.1,['Drama'],English,"Anthony Mackie, Roger Robinson, Alex Burns",Rodney Evans
The Year of the Yao,2004,7.2,"['Basketball', 'Documentary', 'Sport']","English, Mandarin","Yao Ming, Colin Pine, Shaquille ONeal","Adam Del Deo, James D Stern"
Lbs.,2004,6.9,"['Comedy', 'Drama']",English,"Carmine Famiglietti, Michael Aronov, Miriam Shor",Matthew Bonifacio
Cape of Good Hope,2004,6.9,"['Comedy', 'Drama', 'Romance']","Afrikaans, English, Xhosa","Debbie Brown, Farouk ValleyOmar, Parinita Jeaven",Mark Bamford
Fascination,2004,3.8,"['Drama', 'Mystery', 'Romance', 'Thriller']",English,"James Naughton, Jacqueline Bisset, Adam Garcia",Klaus Menzel
Quill: The Life of a Guide Dog,2004,7.1,['Drama'],Japanese,"Kaoru Kobayashi, Kippei Shna, Teruyuki Kagawa",Yichi Sai
Freeze Frame,2004,6.3,"['Crime', 'Drama', 'Mystery', 'Thriller']",English,"Lee Evans, Sean McGinley, Ian McNeice",John Simpson
Wild Things 2,2004,4.5,"['Erotic Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,"Susan Ward, Katie Stuart, Leila Arcieri",Jack Perez
George and the Dragon,2004,5.6,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",English,"James Purefoy, Piper Perabo, Patrick Swayze",Tom Reeve
Wake of Death,2004,5.5,"['Action', 'Adventure', 'Drama']","Cantonese, French, English","JeanClaude Van Damme, Simon Yam, Philip Tan",Philippe Martinez
La Notte,1961,7.9,['Drama'],"Italian, English, French","Jeanne Moreau, Marcello Mastroianni, Monica Vitti",Michelangelo Antonioni
Town Without Pity,1961,7.2,"['Crime', 'Drama']","English, German","Kirk Douglas, Barbara Rtting, Christine Kaufmann",Gottfried Reinhardt
Joseph and His Brethren,1961,5.4,"['Biography', 'Drama', 'Family', 'History']","English, Italian","Marietto, Geoffrey Horne, Finlay Currie","Irving Rapper, Luciano Ricci"
The Fascist,1961,7.4,['Comedy'],"Italian, German","Ugo Tognazzi, Georges Wilson, Mireille Granelli",Luciano Salce
Werewolf in a Girls' Dormitory,1961,4.8,"['Horror', 'Mystery']",Italian,"Barbara Lass, Carl Schell, Curt Lowens",Paolo Heusch
"Marines, Let's Go",1961,4.5,"['Comedy', 'Drama', 'War']",English,"Tom Tryon, David Hedison, Tom Reese",Raoul Walsh
Swingin' Along,1961,4.7,['Comedy'],English,"Tommy Noonan, Peter Marshall, Barbara Eden",Charles Barton
Surf's Up,2007,6.7,"['Animal Adventure', 'Computer Animation', 'Mockumentary', 'Satire', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",English,"Shia LaBeouf, Zooey Deschanel, Jon Heder","Ash Brannon, Chris Buck"
Zodiac,2007,7.7,"['Cop Drama', 'Epic', 'Police Procedural', 'Psychological Thriller', 'Serial Killer', 'True Crime', 'Whodunnit', 'Crime', 'Drama', 'Mystery']",English,"Jake Gyllenhaal, Robert Downey Jr, Mark Ruffalo",David Fincher
The Reaping,2007,5.6,"['Horror', 'Thriller']","English, Spanish","Hilary Swank, David Morrissey, AnnaSophia Robb",Stephen Hopkins
Eastern Promises,2007,7.6,"['Gangster', 'Crime', 'Drama', 'Thriller']","English, Russian, Turkish, Urdu","Naomi Watts, Viggo Mortensen, Armin MuellerStahl",David Cronenberg
The Seeker: The Dark Is Rising,2007,4.8,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']",English,"Alexander Ludwig, Ian McShane, Christopher Eccleston",David L Cunningham
Silk,2007,5.8,"['Drama', 'Romance']","English, Japanese, Latin","Michael Pitt, Keira Knightley, Kji Yakusho",Franois Girard
Diary of the Dead,2007,5.5,"['Dark Fantasy', 'Found Footage Horror', 'Zombie Horror', 'Fantasy', 'Horror', 'SciFi', 'Thriller']",English,"Michelle Morgan, Joshua Close, Shawn Roberts",George A Romero
Introducing the Dwights,2007,6.4,"['Comedy', 'Drama']",English,"Brenda Blethyn, Khan Chittenden, Emma Booth",Cherie Nowlan
Elite Squad,2007,8.0,"['Cop Drama', 'Action', 'Crime', 'Drama', 'Thriller']",Portuguese,"Wagner Moura, Andr Ramiro, Caio Junqueira",Jos Padilha
Hide in Plain Sight,1980,6.4,['Drama'],English,"James Caan, Jill Eikenberry, Robert Viharo",James Caan
Christmas Evil,1980,5.5,"['Slasher Horror', 'Holiday', 'Horror', 'Thriller']",English,"Brandon Maggart, Jeffrey DeMunn, Dianne Hull",Lewis Jackson
Without Warning,1980,5.1,"['Horror', 'SciFi', 'Thriller']",English,"Jack Palance, Martin Landau, Tarah Nutter",Greydon Clark
The Secret Life of Nikola Tesla,1980,7.2,"['Biography', 'Drama']","English, SerboCroatian","Petar Bozovic, Orson Welles, Oja Kodar",Krsto Papic
Adventures of Ali-Baba and the Forty Thieves,1980,6.2,"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']","Hindi, Russian","Dharmendra, Hema Malini, Zeenat Aman","Latif Faiziyev, Umesh Mehra"
Aap To Aise Na The,1980,5.7,"['Drama', 'Family', 'Romance']",Hindi,"Raj Babbar, Ranjeeta Kaur, Deepak Parashar",Ambrish Sangal
Coyote and Bronca,1980,6.8,"['Adventure', 'Comedy', 'Drama']",Spanish,"Vicente Fernndez, Blanca Guerra, Gloria Marn",Rafael Villaseor Kuri
The Immoral One,1980,4.9,"['Drama', 'Romance']",French,"Sylvie Dessartre, Yves Jouffroy, Anna Perini",Claude Mulot
Fantastica,1980,5.2,"['Drama', 'Musical']","French, English","Carole Laure, Lewis Furey, Serge Reggiani",Gilles Carle
Werewolves,2024,4.5,"['Werewolf Horror', 'Zombie Horror', 'Action', 'Horror', 'Thriller']",English,"Frank Grillo, Katrina Law, Ilfenesh Hadera",Steven C Miller
Fighter,2024,6.2,"['Action Epic', 'Action', 'Drama']","Hindi, English","Hrithik Roshan, Deepika Padukone, Anil Kapoor",Siddharth Anand
All We Imagine as Light,2024,7.3,"['Drama', 'Romance']","Malayalam, Hindi, Marathi","Kani Kusruti, Divya Prabha, Chhaya Kadam",Payal Kapadia
Winnie-the-Pooh: Blood and Honey 2,2024,4.7,"['Monster Horror', 'Slasher Horror', 'Horror', 'Thriller']",English,"Scott Chambers, Tallulah Evans, Ryan Oliva",Rhys FrakeWaterfield
Twilight of the Warriors: Walled In,2024,7.0,"['Martial Arts', 'Action', 'Crime', 'Thriller']","Cantonese, Mandarin","Louis Koo, Sammo KamBo Hung, Richie Jen",Soi Cheang
Shinda Shinda No Papa,2024,5.9,['Comedy'],Punjabi,"Gippy Grewal, Shinda Grewal, Hina Khan",Amarpreet GS Chhabra
The Heart Stays,2024,8.2,['Drama'],English,"Irene Bedard, Delanna Studi, Jon Proudstar",Diane Fraher
The Idea of You,2024,6.3,"['FeelGood Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']",English,"Anne Hathaway, Nicholas Galitzine, Ella Rubin",Michael Showalter
Aftermath,2024,5.1,"['BAction', 'Action', 'Thriller']",English,"Dylan Sprouse, Mason Gooding, Megan Stott",Patrick Lussier
Winter Spring Summer or Fall,2024,6.1,"['Drama', 'Romance']",English,"Jenna Ortega, Percy Hynes White, Adam Rodriguez",Tiffany Paulsen
My Spy The Eternal City,2024,5.7,"['Buddy Comedy', 'Spy', 'Action', 'Comedy']",English,"Dave Bautista, Chloe Coleman, Kristen Schaal",Peter Segal
Fried Green Tomatoes,1991,7.7,"['Period Drama', 'Drama']",English,"Kathy Bates, Jessica Tandy, Mary Stuart Masterson",Jon Avnet
The Doctor,1991,6.9,"['Medical Drama', 'Drama']",English,"William Hurt, Christine Lahti, Elizabeth Perkins",Randa Haines
Soapdish,1991,6.6,"['Farce', 'Parody', 'Satire', 'Slapstick', 'Comedy', 'Romance']",English,"Sally Field, Kevin Kline, Cathy Moriarty",Michael Hoffman
Raise the Red Lantern,1991,8.1,"['Dark Romance', 'Period Drama', 'Tragedy', 'Drama', 'Romance']",Mandarin,"Gong Li, Jingwu Ma, Saifei He",Yimou Zhang
Madame Bovary,1991,6.6,"['Period Drama', 'Drama', 'Romance']","French, Latin","Isabelle Huppert, JeanFranois Balmer, Christophe Malavoy",Claude Chabrol
Kickboxer 2: The Road Back,1991,4.6,"['Boxing', 'Action', 'Sport']",English,"Sasha Mitchell, Peter Boyle, Dennis Chan",Albert Pyun
True Colors,1991,6.3,"['Political Drama', 'Workplace Drama', 'Drama']",English,"John Cusack, James Spader, Imogen Stubbs",Herbert Ross
Afraid of the Dark,1991,5.8,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",English,"James Fox, Fanny Ardant, Paul McGann",Mark Peploe
Scissors,1991,5.1,"['Psychological Thriller', 'Horror', 'Thriller']","English, French","Sharon Stone, Steve Railsback, Ronny Cox",Frank De Felitta
Lucky Luke,1991,5.1,"['Spaghetti Western', 'Comedy', 'Western']",English,"Terence Hill, Nancy Morgan, Roger Miller",Terence Hill
The Jackpot!,1991,6.2,"['Parody', 'Adventure', 'Comedy']",French,"Thierry Lhermitte, MiouMiou, Eddy Mitchell",Claude Zidi
Kadavu,1991,7.4,['Drama'],Malayalam,"Santhosh Antony, Byon, Kunjandi",MT Vasudevan Nair
Night of the Warrior,1991,3.7,"['BAction', 'Martial Arts', 'Action', 'Sport']",English,"Lorenzo Lamas, Anthony Geary, Kathleen Kinmont",Rafal Zielinski
The Karate Kid Part III,1989,5.3,"['ComingofAge', 'Teen Drama', 'Action', 'Drama', 'Family', 'Sport']",English,"Ralph Macchio, Pat Morita, Robyn Lively",John G Avildsen
Police Academy 6: City Under Siege,1989,4.4,"['Comedy', 'Crime']",English,"Bubba Smith, David Graf, Michael Winslow",Peter Bonerz
Troop Beverly Hills,1989,5.9,"['Adventure', 'Comedy']",English,"Shelley Long, Craig T Nelson, Betty Thomas",Jeff Kanew
The Phantom of the Opera,1989,5.5,"['Drama', 'Horror', 'Music', 'Romance']",English,"Robert Englund, Jill Schoelen, Alex HydeWhite",Dwight H Little
The Rachel Papers,1989,6.0,"['Comedy', 'Drama', 'Romance']",English,"Dexter Fletcher, Ione Skye, Jonathan Pryce",Damian Harris
Survival Quest,1989,6.0,"['Adventure', 'Thriller']",English,"Lance Henriksen, Mark Rolston, Steve Antin",Don Coscarelli
Cutting Class,1989,4.6,"['Parody', 'Slasher Horror', 'Whodunnit', 'Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']",English,"Donovan Leitch Jr, Jill Schoelen, Brad Pitt",Rospo Pallenberg
Wicked Stepmother,1989,4.0,"['Comedy', 'Fantasy']","Japanese, English, Italian","Bette Davis, Barbara Carrera, Colleen Camp",Larry Cohen
Young Rebels,1989,4.4,"['Action', 'Adventure']",English,"Jon Greene, Tadashi Yamashita, Robert ZDar",Amir Shervan
Blue Angel Cafe,1989,4.7,['Drama'],English,"Tara Buckman, Richard Brown, Rick Anthony Munroe",Joe DAmato
Splendor,1989,7.1,['Drama'],"Italian, French","Marcello Mastroianni, Massimo Troisi, Marina Vlady",Ettore Scola
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,"['Fantasy Epic', 'Supernatural Fantasy', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy']","English, Greek, Ancient to 1453","Logan Lerman, Kevin McKidd, Steve Coogan",Chris Columbus
