title,year,rating_imdb,genre,language
Billy Rose's Jumbo,1962,6.1,"['Romantic Comedy', 'Comedy', 'Musical', 'Romance']",English
Five Finger Exercise,1962,6.3,['Drama'],English
The Legend of Lobo,1962,6.7,"['Adventure', 'Family']",English
The Brain,1962,5.2,"['Crime', 'Drama', 'Horror', 'SciFi']",English
Maid for Murder,1962,5.3,['Comedy'],English
Black Panther: Wakanda Forever,2022,6.7,"['Superhero', 'Action', 'Adventure', 'Drama', 'SciFi']","English, Xhosa, Maya, Spanish, Haitian, French"
Talk to Me,2022,7.1,"['Supernatural Horror', 'Teen Horror', 'Horror', 'Thriller']","English, French, Greek"
Prey for the Devil,2022,5.3,"['Horror', 'Mystery', 'Thriller']","English, Bulgarian, Spanish, Latin"
Paws of Fury: The Legend of Hank,2022,5.8,"['Computer Animation', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",English
K.G.F: Chapter 2,2022,8.2,"['Action Epic', 'Epic', 'Gangster', 'OnePerson Army Action', 'Period Drama', 'Action', 'Crime', 'Drama', 'Thriller']",Kannada
Facing Nolan,2022,7.9,"['Sports Documentary', 'Biography', 'Documentary', 'Sport']",English
Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,2022,8.2,['Documentary'],English
Holy Spider,2022,7.3,"['Serial Killer', 'True Crime', 'Crime', 'Drama', 'Thriller']",Persian
Tori and Lokita,2022,7.1,['Drama'],"French, Italian"
"Blind Willow, Sleeping Woman",2022,7.1,"['Animation', 'Drama', 'SciFi']",French
A Compassionate Spy,2022,6.6,"['Biography', 'Documentary', 'History']",English
Paap Punyo,2022,7.0,"['Drama', 'Family', 'Thriller']",Bengali
Good Mourning,2022,3.1,"['Stoner Comedy', 'Comedy']",English
Spin Me Round,2022,5.2,"['Comedy', 'Romance']",English
The Apology,2022,5.2,"['Crime', 'Drama']",English
A Lucky Man,2022,7.2,"['Biography', 'Drama', 'Music']",Danish
The Robber Hotzenplotz,2022,6.1,"['Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy']",German
Hard to Kill,1990,5.8,"['Martial Arts', 'Action', 'Crime', 'Drama', 'Thriller']","English, Japanese"
Stella,1990,6.1,"['Drama', 'Romance']",English
Miami Blues,1990,6.4,"['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Thriller']",English
Alice,1990,6.6,"['Comedy', 'Romance']","English, Cantonese"
Life Is Sweet,1990,7.4,"['Comedy', 'Drama']",English
Crossing the Line,1990,5.7,"['Crime', 'Drama', 'Sport']",English
Captain America,1990,3.2,"['Superhero', 'Action', 'Adventure', 'SciFi', 'War']",English
Pale Blood,1990,4.9,['Horror'],English
China O'Brien,1990,5.3,"['Martial Arts', 'Action', 'Crime', 'Drama', 'Sport']",English
12 Hours of Terror,1990,6.5,"['Gun Fu', 'Action', 'Comedy', 'Crime', 'Thriller']","Cantonese, English, Mandarin, Japanese, Thai"
Podzemelye vedm,1990,5.6,"['Adventure', 'Fantasy', 'Romance', 'SciFi']",Russian
In Harihar Nagar,1990,8.6,"['Comedy', 'Crime', 'Mystery', 'Thriller']",Malayalam
Failure to Launch,2006,5.7,"['Romantic Comedy', 'Comedy', 'Romance']",English
Eight Below,2006,7.3,"['Animal Adventure', 'Survival', 'Adventure', 'Drama', 'Family']",English
Eragon,2006,5.1,"['Fantasy Epic', 'Sword  Sorcery', 'Action', 'Adventure', 'Family', 'Fantasy']",English
Unaccompanied Minors,2006,5.4,"['Dark Comedy', 'Slapstick', 'Adventure', 'Comedy', 'Family', 'Romance']","English, Spanish"
Happily N'Ever After,2006,4.5,"['Computer Animation', 'Parody', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",English
Flyboys,2006,6.5,"['Action', 'Drama', 'History', 'Romance', 'War']","English, French"
Volver,2006,7.6,"['Dark Comedy', 'Farce', 'Tragedy', 'Comedy', 'Drama']",Spanish
Lage Raho Munna Bhai,2006,8.0,"['Buddy Comedy', 'Comedy', 'Drama', 'Romance']",Hindi
The Second Chance,2006,6.4,['Drama'],English
An Unreasonable Man,2006,7.9,"['Biography', 'Documentary']",English
Flannel Pajamas,2006,5.9,['Romance'],English
10th & Wolf,2006,6.3,"['True Crime', 'Crime', 'Drama', 'Thriller']","English, Italian"
Broken Sky,2006,5.7,"['Drama', 'Romance']",Spanish
I Don't Want to Sleep Alone,2006,6.9,"['Drama', 'Romance']","Min Nan, Malay, Mandarin, Bengali"
M*A*S*H,1970,7.3,"['Dark Comedy', 'Satire', 'Comedy', 'Drama', 'War']","English, Japanese, Korean, Latin"
Waterloo,1970,7.3,"['Costume Drama', 'Docudrama', 'Historical Epic', 'Period Drama', 'War Epic', 'Action', 'Biography', 'Drama', 'History', 'War']",English
Cindy and Donna,1970,4.5,['Drama'],English
The Lawyer,1970,6.7,"['Crime', 'Drama', 'Mystery']",English
The Games,1970,6.1,"['Drama', 'Sport']",English
Three Sisters,1970,6.2,"['Period Drama', 'Drama', 'Romance']",English
The Rebel Rousers,1970,4.1,"['Crime', 'Drama']",English
Legend of the Witches,1970,5.3,['Documentary'],English
The Wild Country,1970,6.2,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Western']",English
Suppose They Gave a War and Nobody Came,1970,5.4,"['Dark Comedy', 'Satire', 'Comedy', 'Drama']",English
Dinah East,1970,6.5,['Drama'],English
Wedding Crashers,2005,7.0,"['Farce', 'Raunchy Comedy', 'Romantic Comedy', 'Comedy', 'Romance']",English
Be Cool,2005,5.6,"['Satire', 'Comedy', 'Crime', 'Music']","English, Russian"
Must Love Dogs,2005,5.9,"['Comedy', 'Romance']","English, Armenian"
Because of Winn-Dixie,2005,6.4,"['Animal Adventure', 'Comedy', 'Drama', 'Family']",English
An American Haunting,2005,5.0,"['Supernatural Horror', 'Witch Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']",English
The New World,2005,6.7,"['Period Drama', 'Biography', 'Drama', 'History', 'Romance']","English, Algonquin, Inuktitut"
The Protector,2005,7.0,"['Martial Arts', 'Action', 'Crime', 'Drama', 'Thriller']","Thai, English, Mandarin, Vietnamese"
Water,2005,7.7,['Drama'],"Hindi, Sanskrit, English"
The Work and the Glory II: American Zion,2005,6.2,"['Drama', 'Western']",English
Thumbsucker,2005,6.5,"['Comedy', 'Drama']",English
Separate Lies,2005,6.4,"['Crime', 'Drama', 'Romance', 'Thriller']","English, French"
Happily Ever After,2005,5.9,"['Comedy', 'Drama', 'Romance']","English, Filipino, Tagalog"
Being Cyrus,2005,7.1,"['Dark Comedy', 'Drama', 'Thriller']","Hindi, English"
Loverboy,2005,5.3,"['Drama', 'Romance']",English
Ang pagdadalaga ni Maximo Oliveros,2005,7.0,['Drama'],"Filipino, Tagalog"
Iron Island,2005,7.2,['Drama'],Persian
Little Fish,2005,6.1,"['Drug Crime', 'Psychological Drama', 'Crime', 'Drama', 'Romance', 'Thriller']","English, Vietnamese"
My Big Fat Independent Movie,2005,3.2,"['Parody', 'Comedy']",English
Beneath the Valley of the Ultra-Vixens,1979,5.4,"['Dark Comedy', 'Slapstick', 'Comedy']","English, Spanish"
The Shape of Things to Come,1979,3.2,"['Adventure', 'SciFi', 'Thriller']",English
Collections privées,1979,5.2,"['Drama', 'Fantasy']","French, Japanese, English"
Night Nurse,1979,5.4,['Comedy'],Italian
The Kung Fu Instructor,1979,6.5,"['Kung Fu', 'Martial Arts', 'Action', 'Drama']",Mandarin
Godzilla,2014,6.4,"['Dinosaur Adventure', 'Disaster', 'Kaiju', 'Urban Adventure', 'Action', 'Adventure', 'SciFi', 'Thriller']","English, Japanese"
That Awkward Moment,2014,6.1,"['Comedy', 'Romance']",English
And So It Goes,2014,5.9,"['Comedy', 'Drama', 'Romance']",English
Awake: The Life of Yogananda,2014,7.3,"['Faith  Spirituality Documentary', 'Documentary']",English
Seymour: An Introduction,2014,7.5,"['Biography', 'Documentary', 'Music']",English
"20,000 Days on Earth",2014,7.4,"['Documentary', 'Drama', 'Music']",English
Main Tera Hero,2014,5.1,"['Action', 'Comedy', 'Romance']",Hindi
National Gallery,2014,7.3,['Documentary'],English
Time Out of Mind,2014,5.7,['Drama'],English
Cuban Fury,2014,6.2,"['Comedy', 'Romance', 'Sport']","English, Persian, Spanish"
Heaven Knows What,2014,6.8,"['Crime', 'Drama']","English, Spanish, Italian"
Better Living Through Chemistry,2014,6.2,"['Dark Comedy', 'Comedy', 'Drama']",English
Expelled from Paradise,2014,6.6,"['Anime', 'Computer Animation', 'Mecha', 'Action', 'Adventure', 'Animation', 'SciFi']",Japanese
K: Missing Kings,2014,6.8,"['Anime', 'Action', 'Animation', 'Fantasy']",Japanese
Happy Christmas,2014,5.4,"['Comedy', 'Drama']",English
Last Weekend,2014,5.5,"['Comedy', 'Drama']",English
The Great Museum,2014,6.5,['Documentary'],"German, English"
The Other One,2014,6.4,"['Drama', 'Horror', 'Mystery', 'Thriller']",English
That's Entertainment!,1974,7.8,"['Documentary', 'Family', 'Musical']",English
Mame,1974,5.9,"['Comedy', 'Musical']","English, Japanese, French, Russian"
"Watch Out, We're Mad",1974,7.3,"['Action', 'Comedy']",Italian
The Education of Sonny Carson,1974,6.8,['Drama'],English
Ankur,1974,7.8,['Drama'],Hindi
The Gambler,1974,7.1,"['Crime', 'Drama']",English
Bring Me the Head of Alfredo Garcia,1974,7.4,"['Contemporary Western', 'Dark Comedy', 'Tragedy', 'Action', 'Crime', 'Drama', 'Thriller', 'Western']","English, Spanish, Latin"
My Little Loves,1974,7.1,['Drama'],French
Seven Women for Satan,1976,4.6,['Horror'],French
The House of Seven Corpses,1974,4.3,['Horror'],English
My Favorite Martian,1999,5.1,"['Slapstick', 'Comedy', 'Family', 'SciFi']",English
Mystery Men,1999,6.1,"['Parody', 'Quirky Comedy', 'Superhero', 'Action', 'Comedy', 'Fantasy', 'SciFi']",English
Buena Vista Social Club,1999,7.6,"['Documentary', 'Music']","English, Spanish"
Buddy Boy,1999,6.3,"['Drama', 'Thriller']",English
Harem Suare,1999,6.1,"['Drama', 'History']","Turkish, French, Italian"
Julia,1999,4.6,"['Drama', 'Fantasy']",French
Aa Ab Laut Chalen,1999,5.4,"['Drama', 'Musical', 'Romance']","Hindi, English"
Journey to the Christmas Star,1976,6.5,"['Adventure', 'Family', 'Fantasy']",Norwegian
The Eagle Has Landed,1976,6.9,"['War Epic', 'Adventure', 'Drama', 'Thriller', 'War']","Finnish, English, German, Polish"
Things to Come,1976,4.5,"['Dystopian SciFi', 'SciFi']",English
Black Shampoo,1976,4.7,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance']",English
Velvet Smooth,1976,3.3,"['Crime', 'Drama', 'Mystery']",English
Soldier of Fortune,1976,6.2,"['Parody', 'Satire', 'Action', 'Adventure', 'Comedy', 'Drama', 'History']",Italian
Jonah Who Will Be 25 in the Year 2000,1976,7.5,['Drama'],French
Heartworn Highways,1976,7.8,"['Biography', 'Documentary', 'Music']",English
Speeding Naked Till High Noon,1976,6.2,['Drama'],Persian
The Demon Lover,1976,3.3,['Horror'],English
T-Rex: Back to the Cretaceous,1998,4.8,"['Dinosaur Adventure', 'Adventure', 'Family', 'Fantasy']",English
Why Do Fools Fall in Love,1998,6.4,"['Biography', 'Drama', 'Music']",English
I'll Be Home for Christmas,1998,5.5,"['Holiday Comedy', 'Holiday Family', 'Road Trip', 'Comedy', 'Family', 'Holiday']",English
Hideous Kinky,1998,6.0,"['Adventure', 'Drama', 'Romance']","English, French, Arabic"
Another Day in Paradise,1998,6.5,"['Crime', 'Drama', 'Thriller']",English
Gang Land,1998,4.3,"['Action', 'Crime', 'Drama', 'Music']",English
The Apple,1998,7.2,"['Docudrama', 'Drama']",Persian
Init Ng Laman,1998,5.3,"['Action', 'Romance']","Filipino, Tagalog, English"
Sex and Zen III,1998,5.3,"['Drama', 'Horror']",Cantonese
Chinese Torture Chamber Story 2,1998,5.1,"['Drama', 'Horror', 'Thriller']","Cantonese, Mandarin"
Police Academy 3: Back in Training,1986,5.4,['Comedy'],English
Little Shop of Horrors,1986,7.1,"['Dark Comedy', 'Farce', 'Monster Horror', 'Pop Musical', 'Rock Musical', 'Supernatural Horror', 'Tragedy', 'Comedy', 'Horror', 'Musical']",English
April Fool's Day,1986,6.1,"['Slasher Horror', 'Horror', 'Mystery']",English
Under the Cherry Moon,1986,5.0,"['Comedy', 'Drama', 'Music', 'Romance']","English, French"
52 Pick-Up,1986,6.4,"['Crime', 'Drama', 'Thriller']",English
Dream Lover,1986,4.7,"['Crime', 'Drama', 'Thriller']",English
Let's Get Harry,1986,5.2,"['Action', 'Adventure']",English
The Unsewing Machine,1986,5.0,"['Comedy', 'Thriller']",French
Nightmare Weekend,1986,3.6,"['Horror', 'SciFi']",English
Shadows in Paradise,1986,7.5,"['Comedy', 'Drama', 'Music', 'Romance']","Finnish, Swedish, English"
Naam,1986,7.3,"['Action', 'Crime', 'Drama', 'Thriller']",Hindi
The Serpent's Way,1986,6.3,['Drama'],Swedish
Bettada Thayi,1986,7.5,['Drama'],Kannada
Footrot Flats: The Dog's Tale,1986,7.1,"['Animation', 'Comedy']",English
The Face of Love,2013,6.2,"['Drama', 'Mystery', 'Romance']",English
ABCD (Any Body Can Dance),2013,6.3,"['Drama', 'Music']",Hindi
King's Faith,2013,6.3,['Drama'],English
After Tiller,2013,7.4,"['News', 'Biography', 'Documentary', 'Drama']",English
Mademoiselle C,2013,5.6,['Documentary'],"English, French"
A Master Builder,2013,5.9,['Drama'],English
Justice Is Mind,2013,5.1,"['Crime', 'Drama', 'Mystery', 'SciFi']",English
The Devil's Violinist,2013,6.0,"['Biography', 'Drama', 'Musical']","English, French"
A Cat's Life,2023,6.1,"['Adventure', 'Drama', 'Family']",French
All Dirt Roads Taste of Salt,2023,5.9,['Drama'],English
Scream Therapy,2023,7.4,"['Comedy', 'Horror']",English
Starring Jerry as Himself,2023,7.5,"['Biography', 'Crime', 'Documentary', 'Thriller']","English, Mandarin"
Making Him Famous,2023,8.0,"['Drama', 'Family']",English
Siege,2023,5.2,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Spanish
Society of the Snow,2023,7.8,"['Docudrama', 'Mountain Adventure', 'Survival', 'Adventure', 'Biography', 'Drama', 'History', 'Thriller']",Spanish
The Naughty Nine,2023,5.3,"['Heist', 'Holiday Family', 'Adventure', 'Comedy', 'Crime', 'Family', 'Holiday']",English
Extraction II,2023,7.0,"['Gun Fu', 'OnePerson Army Action', 'Action', 'Crime', 'Thriller']","English, Georgian, French, German"
A Creature Was Stirring,2023,4.6,['Horror'],English
Sorority Row,2009,5.2,"['Dark Comedy', 'Slasher Horror', 'Horror', 'Mystery']",English
3 Idiots,2009,8.4,"['ComingofAge', 'Comedy', 'Drama']","Hindi, English"
The Secret in Their Eyes,2009,8.2,"['Dark Romance', 'Erotic Thriller', 'Legal Thriller', 'Period Drama', 'Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Tragedy', 'Whodunnit', 'Drama']",Spanish
The Girlfriend Experience,2009,5.5,['Drama'],"English, French"
The Damned United,2009,7.5,"['Docudrama', 'Soccer', 'Biography', 'Drama', 'Sport']",English
Paa,2009,7.1,"['Comedy', 'Drama']",Hindi
The Cartel,2009,7.5,['Documentary'],English
Great Directors,2009,6.4,['Documentary'],English
My Dinner with Andre,1981,7.7,"['Comedy', 'Drama']","English, French"
They All Laughed,1981,6.2,"['Comedy', 'Romance']",English
Knightriders,1981,6.3,"['Action', 'Drama']",English
Lady of the Camelias,1981,6.9,"['Period Drama', 'Drama', 'Romance']",French
Kodomo no koro sensô ga atta,1981,4.9,"['Drama', 'War']",Japanese
Kagero-za,1981,6.9,"['Fantasy', 'Romance', 'Thriller']",Japanese
The Other Hell,1981,4.7,"['Horror', 'Mystery', 'Thriller']",Italian
The Day After Trinity,1981,7.8,"['Biography', 'Documentary']",English
The Instructor,1981,4.4,"['Action', 'Drama']",English
The Danish Girl,2015,7.1,"['Biography', 'Drama']","English, French, German, Ukrainian"
The Meddler,2015,6.3,"['Comedy', 'Drama', 'Romance']",English
Desierto,2015,6.1,"['Action', 'Adventure', 'Drama', 'Thriller']","Spanish, English"
The Diary of a Teenage Girl,2015,6.8,"['ComingofAge', 'Teen Comedy', 'Teen Drama', 'Comedy', 'Drama', 'Romance']",English
Badlapur,2015,7.4,"['Action', 'Crime', 'Drama']","Hindi, English"
Maggie,2015,5.6,"['Zombie Horror', 'Drama', 'Horror', 'SciFi']",English
Beasts of No Nation,2015,7.7,"['Drama', 'War']","English, Akan"
Dragon Blade,2015,5.9,"['Action', 'Drama', 'Fantasy', 'History']","Mandarin, English, Latin"
Raiders!: The Story of the Greatest Fan Film Ever Made,2015,6.9,['Documentary'],English
From Afar,2015,6.6,"['Drama', 'Romance']",Spanish
The Green Knight,2021,6.6,"['Adventure Epic', 'Epic', 'Fantasy Epic', 'Quest', 'Sword  Sorcery', 'Adventure', 'Drama', 'Fantasy']","English, Latin"
A Journal for Jordan,2021,6.0,"['Drama', 'Romance', 'War']",English
Ailey,2021,6.8,"['Biography', 'Documentary', 'History', 'Music']",English
SAS: Rise of the Black Swan,2021,5.3,"['OnePerson Army Action', 'Action']","English, French"
Green Ghost and the Masters of the Stone,2021,4.6,"['Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",English
Heart of Champions,2021,5.9,"['Drama', 'Sport']",English
Cadejo Blanco,2021,6.6,"['Psychological Drama', 'Drama', 'Thriller']",Spanish
Gaia,2021,5.6,"['Drama', 'Fantasy', 'Horror', 'Mystery']","English, Afrikaans"
The Boonies,2021,2.7,['Horror'],English
A Taste of Hunger,2021,6.3,"['Drama', 'Romance']","Danish, Swedish"
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,8.7,"['Anime', 'Action', 'Animation', 'Fantasy']",Japanese
Black Friday,2021,4.7,"['Dark Comedy', 'Zombie Horror', 'Comedy', 'Horror']",English
Vixen!,1968,5.6,['Drama'],English
Destroy All Monsters,1968,6.4,"['Alien Invasion', 'BAction', 'Dinosaur Adventure', 'Globetrotting Adventure', 'Kaiju', 'Action', 'SciFi', 'Thriller']",Japanese
Corruption,1968,5.8,['Horror'],English
Death by Hanging,1968,7.5,"['Dark Comedy', 'Satire', 'Comedy', 'Crime', 'Drama']",Japanese
The Valley of Death,1968,6.1,"['Spaghetti Western', 'Adventure', 'Western']","German, Latin, English"
Zootopia,2016,8.0,"['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",English
The Birth of a Nation,2016,6.5,"['Biography', 'Drama', 'History']",English
Dangal,2016,8.3,"['Action', 'Biography', 'Drama', 'Sport']","Hindi, English"
Queen of Katwe,2016,7.4,"['Biography', 'Drama', 'Sport']",English
Fitoor,2016,5.4,"['Drama', 'Romance']","Urdu, Hindi"
Dictator,2016,4.0,"['Action', 'Drama']",Telugu
Some Like It Hot,2016,5.7,['Comedy'],Mandarin
The Fight Within,2016,4.4,"['Action', 'Romance', 'Sport']",English
Down to Earth,2001,5.4,"['Body Swap Comedy', 'Comedy', 'Fantasy']",English
Amélie,2001,8.3,"['FeelGood Romance', 'Quirky Comedy', 'Romantic Comedy', 'Comedy', 'Romance']","French, Russian, English"
Town & Country,2001,4.5,"['Comedy', 'Romance']",English
One Night at McCool's,2001,6.2,"['Dark Comedy', 'Comedy', 'Crime']","English, Spanish"
Tortilla Soup,2001,6.7,"['Comedy', 'Drama', 'Romance']","English, Spanish"
American Desi,2001,6.6,"['Comedy', 'Drama', 'Romance']","Hindi, English"
Forgive Me Father,2001,5.1,"['Crime', 'Drama', 'Mystery', 'Romance']",English
Mean Machine,2001,6.4,"['Comedy', 'Crime', 'Drama', 'Sport']",English
Invincible,2001,6.4,"['Drama', 'War']",English
ABC Africa,2001,6.8,['Documentary'],"Persian, English"
Jagged Edge,1985,6.5,"['Legal Thriller', 'Drama', 'Mystery', 'Thriller']",English
Summer Rental,1985,6.3,['Comedy'],"English, Spanish"
Explorers,1985,6.4,"['Adventure', 'Comedy', 'Family', 'Romance', 'SciFi']","English, German"
Rainbow Brite and the Star Stealer,1985,6.8,"['Adventure', 'Animation', 'Family', 'Fantasy', 'SciFi']",English
American Flyers,1985,6.5,"['Drama', 'Sport']",English
Private Resort,1985,5.2,"['Raunchy Comedy', 'Comedy']",English
Breaking All the Rules,1985,5.6,"['Comedy', 'Crime', 'Romance']",English
The Dark Power,1985,3.4,['Horror'],English
Love and Doves,1985,7.9,"['Comedy', 'Drama', 'Romance']",Russian
Doin' Time,1985,4.7,['Comedy'],English
Eddie,1996,5.2,"['Comedy', 'Sport']","English, Russian"
The Fan,1996,5.9,"['Action', 'Drama', 'Sport', 'Thriller']","English, Spanish"
Celtic Pride,1996,5.3,"['Basketball', 'Comedy', 'Sport']",English
I Was a Jewish Sex Worker,1996,6.2,"['Biography', 'Documentary']",English
Perfect Love,1996,6.2,"['Drama', 'Romance']",French
Sworn to Justice,1996,5.0,"['Action', 'Drama', 'Thriller']",English
The Little Death,1996,4.7,"['Crime', 'Drama', 'Thriller']",English
Swallowtail Butterfly,1996,7.5,"['Crime', 'Drama']","Japanese, English, Mandarin"
Persons Unknown,1996,5.3,"['Action', 'Thriller']",English
Seduction,1973,6.0,"['Crime', 'Drama', 'Romance']",Italian
The World's Greatest Athlete,1973,5.7,"['Basketball', 'Comedy', 'Family', 'Romance', 'Sport']",English
Schlock,1973,5.5,"['Comedy', 'Horror', 'SciFi']",English
Cinderella Liberty,1973,6.7,"['Drama', 'Romance']",English
Deaf Smith & Johnny Ears,1973,5.6,"['Period Drama', 'Spaghetti Western', 'Drama', 'Western']",Italian
Superchick,1973,3.8,"['Action', 'Comedy']",English
Jimi Hendrix,1973,7.7,"['Biography', 'Documentary', 'Music']",English
My Dear Brother,1973,8.6,['Drama'],Turkish
Girls Are for Loving,1973,5.2,"['Crime', 'Drama']",English
Bummer,1973,3.8,"['Crime', 'Drama', 'Horror', 'Music', 'Thriller']",English
Anamika,1973,7.1,"['Musical', 'Mystery', 'Romance', 'Thriller']",Hindi
Idaho Transfer,1973,5.1,"['Time Travel', 'SciFi']",English
Stone Wedding,1973,7.7,['Drama'],Romanian
The Death of a Lumberjack,1973,7.3,['Drama'],French
Tarkan: G�çlü Kahraman Kolsuz Kahraman'a Karsi,1973,6.6,"['Adventure', 'Fantasy', 'History']",Turkish
Send Me No Flowers,1964,6.9,"['Screwball Comedy', 'Comedy', 'Drama', 'Romance']","English, Italian"
Sangam,1964,7.3,"['Drama', 'Musical', 'Romance']","Hindi, English"
Dogora,1964,5.6,"['Alien Invasion', 'Kaiju', 'Monster Horror', 'Supernatural Horror', 'Crime', 'Horror', 'SciFi']",Japanese
Shadow of Evil,1964,5.5,"['Spy', 'Action', 'Adventure', 'Thriller']",French
Das Ungeheuer von London-City,1964,5.8,"['Crime', 'Horror']",German
Starci na chmelu,1964,7.1,"['Teen Romance', 'Comedy', 'Drama', 'Musical', 'Romance']",Czech
"Code 7, Victim 5",1964,5.3,"['Action', 'Adventure', 'Crime', 'Mystery']",English
Yaadein,1964,7.4,"['Drama', 'Mystery']",Hindi
Something Hot,1964,6.7,"['Comedy', 'Musical', 'Romance']",Greek
Cat Ballou,1965,6.7,['Western'],English
That Darn Cat!,1965,6.7,"['Animal Adventure', 'Comedy', 'Crime', 'Family', 'Thriller']","English, French"
Shenandoah,1965,7.3,"['Drama', 'War', 'Western']",English
Merveilleuse Angélique,1965,6.6,"['Adventure', 'History', 'Romance']",French
Three,1965,7.8,"['Drama', 'War']","SerboCroatian, German"
Devils of Darkness,1965,4.9,['Horror'],English
I Eva den... amartise,1965,4.6,"['Comedy', 'Romance']",Greek
The Wizard of Mars,1965,3.4,"['Fantasy', 'Horror', 'SciFi']",English
Memories of My Childhood,1965,8.0,"['Adventure', 'Biography', 'Comedy', 'Family']",Romanian
West and Soda,1965,7.0,"['Adult Animation', 'Parody', 'Slapstick', 'Spaghetti Western', 'Animation', 'Comedy', 'Western']",Italian
Cries & Whispers,1972,7.9,"['Period Drama', 'Drama']","Swedish, German, Danish"
Butterflies Are Free,1972,7.2,"['ComingofAge', 'Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Drama', 'Music', 'Romance']",English
Lady Sings the Blues,1972,7.0,"['Showbiz Drama', 'Biography', 'Drama', 'Music', 'Romance']",English
Tombs of the Blind Dead,1972,6.1,['Horror'],"Spanish, English"
The Hot Rock,1972,6.8,"['Caper', 'Action', 'Comedy', 'Crime']",English
Tropic of Cancer,1972,5.4,"['Crime', 'Horror', 'Mystery', 'Thriller']",Italian
Man of the East,1972,6.5,"['Spaghetti Western', 'Action', 'Comedy', 'Western']",Italian
L'arma l'ora il movente,1972,6.1,"['Horror', 'Mystery', 'Thriller']",Italian
Mannen som slutade röka,1972,6.5,['Comedy'],"Swedish, French"
Enter the Devil,1972,5.0,"['Folk Horror', 'Horror', 'Thriller', 'Western']",English
Ciao Manhattan,1972,5.6,"['Biography', 'Drama', 'Romance']",English
Pancho Villa,1972,4.6,"['Spaghetti Western', 'Action', 'Biography', 'Comedy', 'Drama', 'Western']",English
Four Christmases,2008,5.7,"['Holiday Comedy', 'Holiday Romance', 'Comedy', 'Drama', 'Holiday', 'Romance']",English
Star Wars: The Clone Wars,2008,5.9,"['Computer Animation', 'Space SciFi', 'Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'SciFi']",English
Momma's Man,2008,6.0,"['Comedy', 'Drama']",English
Praying with Lior,2008,7.5,"['Biography', 'Documentary', 'Family']",English
The Mysteries of Pittsburgh,2008,5.4,"['Adventure', 'Comedy', 'Drama']",English
Finding Amanda,2008,5.5,"['Comedy', 'Drama']",English
Absurdistan,2008,6.7,['Comedy'],Russian
Ice Blues,2008,6.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",English
Food Beware: The French Organic Revolution,2008,6.8,"['Food Documentary', 'Documentary']","French, English"
Bulletproof Monk,2003,5.5,"['Gun Fu', 'Superhero', 'Action', 'Comedy', 'Fantasy']","English, Tibetan, Punjabi, German"
Tupac: Resurrection,2003,7.9,"['Biography', 'Documentary', 'Music']",English
It Runs in the Family,2003,5.5,"['Comedy', 'Drama', 'Romance']","English, Hebrew, Spanish"
Grind,2003,5.9,"['Adventure', 'Comedy', 'Sport']",English
My Architect,2003,7.4,"['Biography', 'Documentary']",English
Owning Mahowny,2003,7.0,"['True Crime', 'Crime', 'Drama', 'Thriller']",English
LOC: Kargil,2003,5.4,"['Action', 'Drama', 'History', 'War']",Hindi
Dot the I,2003,6.7,"['Dark Romance', 'Psychological Drama', 'Psychological Thriller', 'Drama', 'Romance', 'Thriller']",English
Girls Will Be Girls,2003,7.0,"['Dark Comedy', 'Farce', 'Parody', 'Satire', 'Comedy', 'Romance']",English
A Tale of Two Sisters,2003,7.1,"['Suspense Mystery', 'Tragedy', 'Drama', 'Horror', 'Mystery', 'Thriller']",Korean
Blackball,2003,5.6,"['Comedy', 'Drama', 'Sport']",English
Frankie and Johnny Are Married,2003,6.0,['Comedy'],English
Easy,2003,5.8,"['Comedy', 'Drama', 'Romance']",English
Wash Dry and Spin Out,2003,5.6,['Drama'],English
The Jackal,1997,6.4,"['Political Thriller', 'Action', 'Crime', 'Drama', 'Thriller']","English, Russian, French, Spanish"
Private Parts,1997,6.9,"['Satire', 'Biography', 'Comedy', 'Drama']",English
Selena,1997,6.9,"['Showbiz Drama', 'Biography', 'Drama', 'Music']","English, Spanish"
The Beautician and the Beast,1997,5.5,"['Romantic Comedy', 'Comedy', 'Romance']",English
Leila,1997,7.5,"['Drama', 'Family', 'Romance']",Persian
Stargames,1997,1.6,['SciFi'],English
