title,year,rating_imdb,genre,language
Pretty Baby,1978,6.5,"['Period Drama', 'Drama']",English
Game of Death,1978,5.9,"['Martial Arts', 'Action', 'Crime', 'Drama', 'Thriller']","English, Mandarin, Cantonese"
Girlfriends,1978,7.2,"['ComingofAge', 'Comedy', 'Drama']","English, Italian"
Avalanche,1978,3.7,"['Disaster', 'Action', 'Drama', 'Thriller']",English
Rabbit Test,1978,3.1,"['Parody', 'Comedy']","English, French, Spanish"
Corleone,1978,5.9,"['Crime', 'Thriller']",Italian
The Last Savage,1978,5.3,['Documentary'],Italian
L'hôtel de la plage,1978,6.0,['Comedy'],French
The Sea Gypsies,1978,6.3,"['Adventure', 'Family']",English
Bay of Angels,1963,7.2,"['Drama', 'Romance']",French
The Big City,1963,8.3,['Drama'],"Bengali, English"
Call Me Bwana,1963,5.3,['Comedy'],English
...denn die Musik und die Liebe in Tirol,1963,4.1,['Music'],German
House of the Damned,1963,5.2,"['BHorror', 'Horror', 'Mystery', 'Thriller']",English
Sleepy Eyes of Death: The Chinese Jade,1963,6.3,"['Action', 'Drama']",Japanese
Playtime,1967,7.8,"['Slapstick', 'Comedy']","French, English, German"
Barefoot in the Park,1967,7.0,"['Romantic Comedy', 'Comedy', 'Romance']",English
Marketa Lazarová,1967,7.9,"['Epic', 'Period Drama', 'Drama', 'History', 'Romance']","Czech, German"
The Sorcerers,1967,6.2,"['Horror', 'SciFi']",English
Custer of the West,1967,5.8,"['Classical Western', 'Biography', 'Drama', 'History', 'War', 'Western']",English
The Last Challenge,1967,6.1,"['Classical Western', 'Western']","English, Spanish"
Theatre of Death,1967,5.7,"['Horror', 'Mystery', 'Thriller']",English
Island of the Doomed,1967,4.4,"['Horror', 'SciFi']","English, German, Italian"
Aurat,1967,7.5,"['Comedy', 'Drama']","Hindi, English, Urdu"
Upkar,1967,7.6,"['Drama', 'Romance', 'War']",Hindi
Hello Again,1987,5.3,"['Comedy', 'Drama', 'Fantasy', 'Romance']",English
Russkies,1987,5.5,['Drama'],English
Rent-a-Cop,1987,4.7,"['Action', 'Comedy', 'Crime', 'Thriller']",English
Captive Hearts,1987,6.0,"['Drama', 'Romance', 'War']","Japanese, English"
Warrior Queen,1987,3.3,"['Drama', 'History']",English
Mr. India,1987,7.7,"['Superhero', 'Action', 'Comedy', 'Drama', 'Family', 'Musical', 'SciFi']",Hindi
White of the Eye,1987,6.1,"['Slasher Horror', 'Horror', 'Mystery', 'Thriller']",English
A Man from Boulevard des Capucines,1987,7.6,"['Comedy', 'Musical', 'Romance', 'Western']",Russian
Tag-init... nagpuputik ang langit,1987,6.8,['Drama'],"Tagalog, Filipino"
Dynamite Fighters,1987,6.5,"['Martial Arts', 'Action', 'Drama']",Cantonese
Let's Calm Down and Drink Fresh in Saint-Tropez,1987,3.6,"['Teen Comedy', 'Comedy']",French
Far from Home: The Adventures of Yellow Dog,1995,6.3,"['Survival', 'Adventure', 'Family']",English
The Amazing Panda Adventure,1995,5.7,"['Animal Adventure', 'Adventure', 'Drama', 'Family']",English
The Basketball Diaries,1995,7.3,"['Basketball', 'True Crime', 'Biography', 'Crime', 'Drama', 'Sport']",English
The Devil's Trap,1962,7.5,['Drama'],Czech
Sweet Violence,1962,4.6,['Drama'],French
Imperial Venus,1962,5.2,"['Epic', 'Period Drama', 'Political Drama', 'Tragic Romance', 'Drama', 'History', 'Romance']","French, Latin, German"
Slantzeto i syankata,1962,7.6,"['Drama', 'Fantasy']",Bulgarian
Mandrin,1962,5.5,['Adventure'],French
M3GAN,2022,6.3,"['Cyber Thriller', 'Slasher Horror', 'Horror', 'SciFi', 'Thriller']",English
Beast,2022,5.6,"['Survival', 'Action', 'Adventure', 'Drama', 'Horror', 'Thriller']",English
Ambulance,2022,6.1,"['Cop Drama', 'Heist', 'Action', 'Crime', 'Drama', 'Thriller']","English, Spanish, Cantonese"
Mrs. Harris Goes to Paris,2022,7.1,"['Period Drama', 'Comedy', 'Drama']","English, French"
Triangle of Sadness,2022,7.3,"['Dark Comedy', 'Satire', 'Comedy', 'Drama']","English, Swedish, German, French, Greek, Tagalog, Akan"
Running the Bases,2022,6.0,"['Baseball', 'Drama', 'Family', 'Sport']",English
32 Sounds,2022,7.5,['Documentary'],English
Nuclear Now,2022,7.3,"['Science  Technology Documentary', 'Documentary']","English, Russian, French"
School of Magical Animals 2,2022,5.9,"['Adventure', 'Comedy', 'Family', 'Romance']",German
The Good Nurse,2022,6.8,"['True Crime', 'Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",English
The Weekend Away,2022,5.7,"['Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","English, Croatian"
Emancipation,2022,6.3,"['Period Drama', 'Psychological Thriller', 'Action', 'Thriller']",English
Narrow Margin,1990,6.6,"['Action', 'Crime', 'Thriller']",English
Havana,1990,6.1,"['Drama', 'Romance', 'War']","English, Spanish"
Tune in Tomorrow...,1990,6.1,"['Satire', 'Comedy', 'Romance']",English
Angel Town,1990,5.0,"['Action', 'Drama']",English
Engal Swamy Ayyappan,1990,6.2,['Drama'],Tamil
An Eye for an Eye,1990,5.6,"['Action', 'Crime']","Cantonese, Mandarin"
Flushed Away,2006,6.6,"['Animal Adventure', 'Computer Animation', 'Slapstick', 'Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Romance']",English
The Shaggy Dog,2006,4.4,"['Animal Adventure', 'Body Swap Comedy', 'Comedy', 'Family', 'Fantasy']",English
Pulse,2006,4.7,"['Cyber Thriller', 'Psychological Thriller', 'Supernatural Horror', 'Teen Horror', 'Horror', 'SciFi', 'Thriller']",English
12:08 East of Bucharest,2006,7.3,"['Satire', 'Comedy', 'Drama']",Romanian
Paper Dolls,2006,7.4,['Documentary'],"Hebrew, English, Tagalog"
The Dead Girl,2006,6.5,"['Psychological Thriller', 'Serial Killer', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",English
Beauty in Trouble,2006,6.7,"['Comedy', 'Drama']",Czech
Five Easy Pieces,1970,7.4,"['Road Trip', 'Drama']",English
The Nude Vampire,1970,5.4,['Horror'],French
Too Late the Hero,1970,6.6,"['Action', 'Drama', 'War']",English
I Never Sang for My Father,1970,7.4,['Drama'],English
Stray Cat Rock: Sex Hunter,1970,6.3,"['Crime', 'Thriller']",Japanese
Red Sun,1970,5.9,['Crime'],German
"Cry Blood, Apache",1970,3.4,"['Spaghetti Western', 'Drama', 'Western']",English
The Girls from Thunder Strip,1970,3.9,"['Action', 'Drama']",English
The 40-Year-Old Virgin,2005,7.1,"['FeelGood Romance', 'Raunchy Comedy', 'Romantic Comedy', 'Comedy', 'Romance']","English, Spanish, Japanese"
The Hitchhiker's Guide to the Galaxy,2005,6.7,"['Space SciFi', 'Adventure', 'Comedy', 'SciFi']",English
The Ringer,2005,5.8,"['Comedy', 'Sport']",English
Elektra,2005,4.7,"['Gun Fu', 'Superhero', 'Action', 'Adventure', 'Crime', 'Fantasy']","English, Japanese"
Leonard Cohen: I'm Your Man,2005,6.8,"['Music Documentary', 'Biography', 'Documentary', 'Music']",English
Duma,2005,7.1,"['Animal Adventure', 'Adventure', 'Drama', 'Family']",English
Dust to Glory,2005,7.3,"['Action', 'Adventure', 'Documentary', 'Sport']",English
Riding Alone for Thousands of Miles,2005,7.3,['Drama'],"Mandarin, Japanese"
Mongolian Ping Pong,2005,6.5,"['Comedy', 'Drama']",Mongolian
Princesses,2005,6.9,['Drama'],Spanish
Occupation: Dreamland,2005,7.3,"['Documentary', 'War']",English
The Day Time Ended,1979,3.5,"['Alien Invasion', 'Time Travel', 'Adventure', 'Horror', 'SciFi']",English
"Good Luck, Miss Wyckoff",1979,6.0,['Drama'],English
Boulevard Nights,1979,6.5,"['Crime', 'Drama']",English
"Conan, the Boy in Future",1979,7.9,"['Anime', 'Adventure', 'Animation', 'Drama', 'Family', 'SciFi']",Japanese
Hell,1979,6.4,"['Drama', 'Horror']",Japanese
Screams of a Winter Night,1979,4.7,"['Horror', 'Mystery']",English
La vedova del trullo,1979,4.7,['Drama'],Italian
Ring of Darkness,1979,4.6,['Horror'],Italian
Een vrouw tussen hond en wolf,1979,6.2,"['Drama', 'Romance', 'War']",Dutch
Derek and Clive Get the Horn,1979,7.1,"['Satire', 'Sketch Comedy', 'Comedy']",English
Non-Stop,2014,6.9,"['Psychological Thriller', 'Action', 'Mystery', 'Thriller']","English, German"
Love & Mercy,2014,7.4,"['Biography', 'Drama', 'Music']",English
A Most Violent Year,2014,6.9,"['Crime', 'Drama', 'Thriller']","English, Spanish"
The Admiral: Roaring Currents,2014,7.1,"['Action', 'History', 'War']","Korean, Japanese"
"Men, Women & Children",2014,6.6,"['Comedy', 'Drama']",English
But Always,2014,5.3,"['Drama', 'Romance']","Mandarin, Cantonese"
Blackbird,2014,5.6,['Drama'],English
Beloved Sisters,2014,6.1,"['Drama', 'History', 'Romance']","German, French"
We Come as Friends,2014,7.4,['Documentary'],"English, Chinese, Arabic"
Animals,2014,6.3,"['Drama', 'Romance']",English
Coonskin,1974,6.4,"['Adult Animation', 'Dark Comedy', 'HandDrawn Animation', 'Parody', 'Satire', 'Action', 'Animation', 'Comedy', 'Crime', 'Drama']",English
Uptown Saturday Night,1974,6.6,"['Action', 'Comedy', 'Crime']",English
Five Shaolin Masters,1974,6.6,"['Martial Arts', 'Action', 'Drama']",Mandarin
Presagio,1974,7.3,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",Spanish
Simona,1974,3.9,['Drama'],Italian
Hangup,1974,5.8,"['Action', 'Crime', 'Drama']",English
Hanuman vs. 7 Ultraman,1974,4.6,"['Superhero', 'Action', 'SciFi']","Thai, Japanese"
"Girl, Interrupted",1999,7.3,"['ComingofAge', 'Docudrama', 'Medical Drama', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Biography', 'Drama']",English
Ghost Dog: The Way of the Samurai,1999,7.5,"['Crime', 'Drama']","English, French"
Gorgeous,1999,6.0,"['Dark Comedy', 'Action', 'Comedy', 'Romance']","Cantonese, English, Mandarin, Japanese, Min Nan"
"Shame, Shame, Shame",1999,3.6,"['Drama', 'Thriller']",English
Kate's Addiction,1999,4.1,"['Erotic Thriller', 'Thriller']",English
"That's Entertainment, Part II",1976,7.3,"['Documentary', 'Family', 'Musical']",English
The Black Corsair,1976,6.2,"['Action', 'Adventure']",Italian
Sky Riders,1976,5.9,"['Action', 'Adventure']",English
Illustrious Corpses,1976,7.3,"['Crime', 'Mystery', 'Thriller']",Italian
Train in the Snow,1976,7.8,"['Adventure', 'Comedy', 'Drama', 'Family']","Croatian, SerboCroatian"
Càlamo,1976,5.1,"['Drama', 'Thriller']",Italian
W.C. Fields and Me,1976,6.1,"['Biography', 'Drama']",English
It Shouldn't Happen to a Vet,1976,6.4,"['Comedy', 'Drama']",English
Adalat,1976,6.3,"['Action', 'Drama', 'Family']",Hindi
Enemy of the State,1998,7.3,"['Conspiracy Thriller', 'Political Thriller', 'Spy', 'Action', 'Thriller']","English, Spanish"
Lost in Space,1998,5.2,"['Action', 'Adventure', 'SciFi', 'Thriller']",English
The Man in the Iron Mask,1998,6.5,"['Period Drama', 'Swashbuckler', 'Action', 'Adventure', 'Drama']","English, Italian"
Meet Joe Black,1998,7.2,"['Drama', 'Fantasy', 'Romance']","English, Dutch"
The Faculty,1998,6.6,"['Alien Invasion', 'Monster Horror', 'Teen Horror', 'Horror', 'Mystery', 'SciFi']",English
Sphere,1998,6.1,"['Psychological Drama', 'Psychological Thriller', 'Mystery', 'SciFi', 'Thriller']",English
BASEketball,1998,6.5,"['Baseball', 'Basketball', 'Buddy Comedy', 'Parody', 'Comedy', 'Sport']",English
Next Stop Wonderland,1998,6.6,"['Workplace Drama', 'Comedy', 'Drama', 'Romance']",English
The Last Days of Disco,1998,6.7,"['Dark Comedy', 'Comedy', 'Drama', 'Music', 'Romance']",English
The Terrorist,1998,7.0,['Drama'],Tamil
2by4,1998,5.4,"['Drama', 'Romance']",English
Rudolph the Red-Nosed Reindeer: The Movie,1998,5.8,"['HandDrawn Animation', 'Adventure', 'Animation', 'Family', 'Holiday', 'Musical', 'Romance']",English
"Torrente, the Dumb Arm of the Law",1998,6.8,"['Comedy', 'Crime']",Spanish
Serpent's Path,1998,7.0,"['Crime', 'Drama', 'Thriller']",Japanese
Life of a Gigolo,1998,4.3,"['Steamy Romance', 'Drama', 'Romance']",English
Raped by an Angel 3: Sexual Fantasy of the Chief Executive,1998,4.3,"['Horror', 'Mystery', 'Thriller']",Cantonese
Ruthless People,1986,6.9,"['Dark Comedy', 'Satire', 'Comedy', 'Crime']",English
Heartbreak Ridge,1986,6.8,"['Dark Comedy', 'Drama', 'War']","English, Spanish"
Streets of Gold,1986,5.9,"['Drama', 'Sport']",English
The Clan of the Cave Bear,1986,5.4,"['Adventure', 'Drama', 'Fantasy']",English
Absolute Beginners,1986,5.6,"['Classic Musical', 'Teen Romance', 'Drama', 'Musical', 'Romance']",English
The Christmas Star,1986,6.2,"['Drama', 'Family']",English
Hamburger: The Motion Picture,1986,4.7,"['Satire', 'Comedy']",English
Anchorman 2: The Legend Continues,2013,6.3,"['Farce', 'Satire', 'Comedy']",English
Insidious: Chapter 2,2013,6.6,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",English
Jack the Giant Slayer,2013,6.3,"['Adventure Epic', 'Fairy Tale', 'Fantasy Epic', 'Quest', 'Action', 'Adventure', 'Fantasy']",English
Girl Rising,2013,7.1,"['Documentary', 'Drama']",English
The Face Reader,2013,6.8,"['Action', 'Drama', 'History']",Korean
Lovelace,2013,6.2,"['Biography', 'Drama']",English
Linsanity,2013,7.3,"['Basketball', 'Sports Documentary', 'Biography', 'Documentary', 'Sport']","English, Mandarin"
Is the Man Who Is Tall Happy?,2013,7.1,"['Science  Technology Documentary', 'Animation', 'Biography', 'Documentary']",English
The Investigator,2013,5.4,"['Drama', 'Family', 'Sport']",English
GMO OMG,2013,6.3,"['Food Documentary', 'Science  Technology Documentary', 'Documentary']","English, French"
Who is Dayani Cristal?,2013,6.9,['Documentary'],"English, Spanish"
Jamel Shabazz Street Photographer,2013,7.2,['Documentary'],English
Cocaine Bear,2023,5.9,"['Dark Comedy', 'True Crime', 'Comedy', 'Crime', 'Thriller']",English
Ruby Gillman: Teenage Kraken,2023,5.7,"['Computer Animation', 'Teen Comedy', 'Teen Drama', 'Action', 'Adventure', 'Animation', 'Comedy']",English
Salaar,2023,6.6,"['Action Epic', 'Epic', 'OnePerson Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",Telugu
Freelance,2023,5.5,"['Action', 'Comedy']","English, Spanish, Quechua, Afrikaans, French"
The Miracle Club,2023,6.4,"['Period Drama', 'Comedy', 'Drama']",English
The Persian Version,2023,6.2,"['Comedy', 'Drama', 'Romance']","English, Persian"
Carlos,2023,7.2,"['Biography', 'Documentary']",English
Wild Life,2023,7.1,['Documentary'],English
We Grown Now,2023,6.8,['Drama'],English
I Used to Be Funny,2023,6.4,"['Comedy', 'Drama']",English
Weak Layers,2023,4.5,['Comedy'],English
Lonesome Soldier,2023,6.5,"['Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'Thriller', 'War']",English
The Line,2023,6.6,['Drama'],English
Gasoline Rainbow,2023,6.4,"['Adventure', 'Drama']",English
That They May Face the Rising Sun,2023,7.2,['Drama'],English
Harry Potter and the Half-Blood Prince,2009,7.6,"['Fantasy Epic', 'Sword  Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']","English, Latin"
Couples Retreat,2009,5.5,['Comedy'],"English, Ukrainian"
Whatever Works,2009,7.1,"['Comedy', 'Romance']",English
My One and Only,2009,6.5,"['Adventure', 'Biography', 'Comedy', 'Drama', 'Romance']",English
The Concert,2009,7.5,"['Comedy', 'Drama', 'Music']","French, Russian"
Kal Kissne Dekha,2009,3.6,"['Action', 'Crime', 'Romance', 'SciFi', 'Thriller']","Hindi, English"
Dev.D,2009,7.9,"['Comedy', 'Drama', 'Romance']",Hindi
London River,2009,6.9,"['Drama', 'Mystery']","English, French, Arabic"
Dhoondte Reh Jaoge,2009,5.6,"['Parody', 'Comedy', 'Drama']",Hindi
The Strip,2009,7.6,['Comedy'],English
The Marc Pease Experience,2009,4.0,"['Comedy', 'Drama', 'Music']",English
Bustin' Loose,1981,6.0,"['Comedy', 'Drama']",English
The Devil and Max Devlin,1981,5.0,"['Comedy', 'Family', 'Fantasy']",English
Blow Out,1981,7.4,"['Conspiracy Thriller', 'Political Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",English
Prince of the City,1981,7.4,"['Crime', 'Drama']","English, Spanish, Italian"
Venom,1981,5.8,"['Horror', 'Thriller']",English
Lady Chatterley's Lover,1981,5.1,"['Period Drama', 'Steamy Romance', 'Drama', 'Romance']","French, English"
Just Before Dawn,1981,6.0,"['Slasher Horror', 'Horror', 'Thriller']",English
Asso,1981,6.4,"['Comedy', 'Crime', 'Fantasy']",Italian
Y'ur Height Only,1981,5.6,"['Slapstick', 'Action', 'Adventure', 'Comedy']",Tagalog
Rocky,1981,6.5,"['Action', 'Romance']",Hindi
Dreadnaught,1981,7.1,"['Slapstick', 'Action', 'Comedy', 'Horror']",Cantonese
Baahubali: The Beginning,2015,8.0,"['Action Epic', 'Epic', 'OnePerson Army Action', 'Period Drama', 'Action', 'Drama']","Telugu, Tamil"
Lost and Love,2015,6.4,['Drama'],Chinese
The Last Women Standing,2015,5.3,['Romance'],Mandarin
Krisha,2015,7.1,['Drama'],English
Love Live! The School Idol Movie,2015,7.0,"['Anime', 'Animation', 'Comedy', 'Drama', 'Music', 'Musical']",Japanese
Aferim!,2015,7.6,"['Adventure', 'Comedy', 'Drama', 'History', 'Western']","Romanian, Turkish, Romany"
Red Herring,2015,2.7,"['Crime', 'Drama', 'Mystery', 'Thriller']",English
Hitman's Wife's Bodyguard,2021,6.1,"['Caper', 'Dark Comedy', 'Action', 'Comedy', 'Crime', 'Romance', 'Thriller']","English, Spanish, Japanese, Russian"
Chal Mera Putt 3,2021,7.0,['Comedy'],Punjabi
The Souvenir: Part II,2021,7.1,"['ComingofAge', 'Tragic Romance', 'Workplace Drama', 'Drama', 'Romance']","English, French"
Fortune Favors Lady Nikuko,2021,6.8,"['Anime', 'Animation', 'Comedy', 'Drama', 'Family']","Japanese, Italian, Spanish, French"
Luzzu,2021,6.9,['Drama'],"Maltese, English"
Army of the Dead,2021,5.8,"['Heist', 'Zombie Horror', 'Action', 'Crime', 'Drama', 'Horror', 'SciFi', 'Thriller', 'War']","English, Spanish, German, French, Bable, Polish"
The Tomorrow War,2021,6.6,"['Alien Invasion', 'Dystopian SciFi', 'Time Travel', 'Action', 'Adventure', 'Drama', 'SciFi', 'Thriller']",English
The Last Letter from Your Lover,2021,6.7,"['Period Drama', 'Steamy Romance', 'Tragic Romance', 'Drama', 'Romance']",English
Christmas Is Canceled,2021,4.8,"['Holiday Romance', 'Workplace Drama', 'Comedy', 'Romance']",English
Munich: The Edge of War,2021,6.8,"['Biography', 'Drama', 'History', 'Thriller']","English, German"
Die Lümmel von der ersten Bank - 1. Trimester: Zur Hölle mit den Paukern,1968,5.7,['Comedy'],German
Stars of Eger,1968,7.4,"['Dark Comedy', 'Adventure', 'History', 'Romance', 'War']","German, Hungarian, Turkish, Spanish"
Suhaag Raat,1968,4.9,"['Drama', 'Romance']","Hindi, English"
Pedarasi Peddamma Katha,1968,6.7,['Fantasy'],Telugu
The Touchables,1968,5.2,['Drama'],English
Tender Moment,1968,6.9,['Drama'],French
Therese and Isabelle,1968,6.1,"['Drama', 'Romance']","French, English"
Birds of Prey,1968,6.3,"['Action', 'Adventure', 'Drama', 'Thriller']","French, Spanish, English"
Rogue One: A Star Wars Story,2016,7.8,"['Action Epic', 'Adventure Epic', 'SciFi Epic', 'Space SciFi', 'Tragedy', 'Action', 'Adventure', 'SciFi']",English
Bad Moms,2016,6.2,"['Slapstick', 'Comedy']",English
The Mermaid,2016,6.2,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Mandarin
"I, Daniel Blake",2016,7.8,"['Political Drama', 'Drama']",English
King Cobra,2016,5.6,"['True Crime', 'Crime', 'Drama']",English
Vanishing Time: A Boy Who Returned,2016,7.2,"['Drama', 'Fantasy']",Korean
Rush Hour 2,2001,6.7,"['Buddy Cop', 'Martial Arts', 'Action', 'Comedy', 'Crime', 'Thriller']","English, Mandarin, Cantonese"
Zoolander,2001,6.5,"['Satire', 'Slapstick', 'Comedy']",English
What's the Worst That Could Happen?,2001,5.5,"['Comedy', 'Crime']","English, American Sign Language"
Final Fantasy: The Spirits Within,2001,6.4,"['Computer Animation', 'Action', 'Adventure', 'Animation', 'Fantasy', 'Romance', 'SciFi']",English
Spirited Away,2001,8.6,"['Anime', 'ComingofAge', 'Fairy Tale', 'HandDrawn Animation', 'Quest', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Family', 'Fantasy']","Japanese, English"
Freddy Got Fingered,2001,4.7,['Comedy'],English
Winged Migration,2001,7.9,"['Nature Documentary', 'Documentary']","English, French"
Lagaan: Once Upon a Time in India,2001,8.1,"['Period Drama', 'Drama', 'Musical', 'Sport']","Hindi, English"
The Emperor's New Clothes,2001,6.8,"['Comedy', 'Drama', 'Romance']",English
The Fluffer,2001,5.6,"['Comedy', 'Drama', 'Romance']",English
Mad Love,2001,6.5,"['Period Drama', 'Tragic Romance', 'Biography', 'Drama', 'History', 'Romance']",Spanish
Kuch Khatti Kuch Meethi,2001,4.7,"['Comedy', 'Drama', 'Romance']",Hindi
Le cas Pinochet,2001,7.3,['Documentary'],"English, Spanish"
Cold Heart,2001,4.8,"['Erotic Thriller', 'Crime', 'Romance', 'Thriller']",English
One Man Up,2001,7.1,"['Comedy', 'Drama']",Italian
